사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
23-Aug,경의선,1279,금릉,84,1,"3,052",236,"11,726","2,842","19,644","5,885","14,945","11,386","9,286","5,915","7,929","4,056","8,226","4,127","7,573","5,024","6,988","5,740","6,281","6,389","6,827","6,828","8,235","8,410","10,507","12,673","11,364","15,284","5,506","15,747","4,356","8,774","3,483","8,259","2,719","7,862",563,"5,409",56,"1,716",0,0,0,0,0,0
23-Aug,경의선,1280,금촌,169,0,"4,174",290,"9,786","4,389","19,972","9,618","17,304","15,463","12,238","8,622","10,213","7,532","10,552","6,440","10,704","8,425","10,376","8,919","9,041","8,178","9,613","9,290","11,300","11,913","13,594","15,773","16,861","17,682","8,177","16,293","6,130","10,869","4,577","9,664","3,037","8,098",675,"5,836",107,"1,695",0,0,0,0,0,0
23-Aug,경의선,1282,월롱,60,0,496,12,817,"3,505","2,224","9,392","2,400","9,347","2,260","2,993","1,965","1,945","2,000","1,613","2,994","2,406","2,721","1,549","2,540","1,299","4,159","1,931","5,404","2,123","9,314","2,611","11,602","2,663","3,971","2,521","3,236","2,742","1,850","2,705",765,"2,561",110,"1,913",7,653,0,0,0,0,0,0
23-Aug,경의선,1283,파주,121,1,987,20,"1,385",934,"2,857","3,233","3,145","3,040","2,214",832,"1,825","1,307","1,634","1,025","1,637","1,210","1,750",905,"1,405",891,"1,720","1,398","2,408","1,492","4,538","1,624","4,260","1,995","1,356","1,920",999,"1,616",606,"1,218",325,"1,141",53,784,9,358,0,0,0,0,0,0
23-Aug,경의선,1284,문산,"1,015",2,"3,080",12,"8,143","2,957","16,270","7,399","14,543","14,122","10,703","5,519","8,812","6,868","8,647","7,587","9,955","8,433","9,960","8,157","9,292","7,532","9,678","9,451","10,169","9,622","12,737","11,734","12,138","13,871","5,916","13,750","4,451","9,618","2,940","6,852","2,118","7,147",104,"5,108",0,"2,500",0,1,0,0,0,0
23-Aug,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,56,240,31,563,14,5,218,8,7,6,6,4,171,190,134,16,525,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Aug,경의선,1286,운천,0,0,0,0,0,0,0,0,1,0,16,13,38,29,1,0,18,3,0,0,0,0,8,11,14,0,82,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Aug,경의선,1291,서울역,2,0,721,8,"1,268","8,348","2,904","25,958","3,272","38,985","2,148","19,107","1,837","6,746","2,219","4,787","3,077","4,806","3,683","6,077","3,863","3,313","5,623","3,247","8,902","3,572","17,783","4,790","32,646","5,860","11,827","3,047","6,458","1,884","6,491","2,103","1,070",231,"2,201",944,2,118,0,0,0,0,0,0
23-Aug,경의선,1292,공덕,20,1,633,89,"1,991","1,879","4,587","7,763","5,581","20,452","5,010","8,388","5,272","3,345","5,760","3,540","5,211","3,387","5,265","3,315","5,179","3,355","5,632","3,559","6,543","4,256","11,863","5,999","17,693","7,283","7,714","4,870","6,439","3,317","6,792","3,611","5,802","2,958","2,566","1,782",229,255,0,0,0,0,0,0
23-Aug,경의선,1293,홍대입구,4,0,450,168,886,787,"1,645","2,161","1,653","7,036","1,384","5,468","1,410","4,140","1,361","4,678","1,884","4,896","2,390","5,657","2,902","5,117","3,292","5,091","4,035","5,720","5,961","5,926","7,104","6,865","5,493","4,722","5,444","2,868","6,123","2,601","6,341","2,109","2,683","1,454",40,189,0,0,0,0,0,0
23-Aug,경의선,1294,디지털미디어시티,5,0,"1,159",420,"3,655","1,614","10,837","1,762","10,870","4,246","5,926","2,673","4,502","2,086","3,620","2,095","4,137","2,385","3,660","2,816","3,343","2,536","3,880","3,179","4,562","4,149","5,223","6,585","5,156","10,791","3,016","7,728","2,178","5,121","1,811","4,247","1,458","4,201",674,"2,666",42,375,0,0,0,0,0,0
23-Aug,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Aug,경의선,1296,계양,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Aug,경의선,1297,검암,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Aug,경춘선,1311,신내,35,2,"1,140",721,"3,050","3,978","7,945","5,199","6,822","8,026","3,716","2,531","2,933","1,831","2,746","1,916","2,822","2,095","2,728","2,537","2,528","1,927","3,129","3,154","5,008","2,706","4,677","4,251","6,399","5,280","2,547","4,472","1,459","2,398","1,193","2,089","1,106","2,123",495,"1,286",51,555,0,0,0,0,0,0
23-Aug,경춘선,1312,갈매,30,2,"2,165",703,"4,828","1,604","17,721","3,227","10,455","5,711","6,741","3,239","4,222","2,845","3,082","2,034","3,980","2,334","3,291","2,895","2,945","2,291","3,361","3,610","4,062","4,258","4,434","6,270","4,901","11,374","2,381","8,244","2,182","4,676","2,756","3,859","1,818","3,095",769,"1,854",12,791,0,0,0,0,0,0
23-Aug,경춘선,1313,별내,22,1,"1,608","1,306","3,701","3,732","13,115","4,779","9,367","7,247","6,143","4,155","4,190","3,489","3,499","3,011","3,995","2,959","3,661","3,476","3,633","2,951","4,492","3,905","5,717","4,595","6,518","7,090","6,736","10,031","3,548","8,290","2,591","4,480","2,339","3,056","2,164","3,467","1,071","1,695",53,457,0,0,0,0,0,0
23-Aug,경춘선,1314,퇴계원,36,0,"3,372",666,"6,333","2,061","18,777","4,101","12,436","5,010","8,824","2,675","5,941","3,419","5,083","2,984","5,738","3,567","5,054","3,317","3,653","3,810","4,081","3,867","3,947","5,478","4,747","9,720","5,847","11,542","2,665","11,933","1,976","6,324","1,560","4,504","1,150","5,659",528,"2,624",40,871,0,0,0,0,0,0
23-Aug,경춘선,1315,사릉,36,0,"2,118",909,"4,209","1,780","10,155","4,960","7,645","4,647","4,633","2,449","3,370","2,053","3,079","2,121","3,605","1,908","2,706","1,585","2,070","2,392","2,640","2,322","2,644","3,264","4,210","4,908","4,663","6,598","1,908","8,158","1,331","3,563",999,"2,698",598,"2,834",185,"1,833",8,552,0,0,0,0,0,0
23-Aug,경춘선,1316,금곡,25,0,"1,869",459,"2,459","1,225","4,807","2,399","4,283","5,320","3,149","1,979","2,471","1,525","2,425","1,270","2,190","1,882","2,123","1,303","1,775","2,198","2,047","1,902","2,457","2,079","3,293","3,004","3,649","3,881","1,322","3,703",944,"1,523",686,"1,811",448,"1,554",246,"1,076",19,241,0,0,0,0,0,0
23-Aug,경춘선,1317,평내호평,716,13,"6,189",808,"14,001","1,863","27,243","4,788","19,882","10,403","10,898","6,972","9,613","5,656","8,438","5,576","8,484","7,617","7,920","6,636","6,708","8,176","7,196","7,840","7,824","9,281","8,639","17,031","8,473","19,581","5,335","23,176","4,645","10,447","4,127","8,119","3,668","7,299","1,708","5,116",41,"2,131",0,0,0,0,0,0
23-Aug,경춘선,1318,천마산,11,0,"1,324",247,"3,194",652,"7,637","1,698","6,013","2,089","4,447","1,488","3,437","1,177","2,495","1,756","2,435","1,851","1,987","1,767","1,971","2,131","1,532","2,523","2,006","2,459","1,713","4,034","2,285","5,555",959,"4,192",738,"3,180",526,"2,306",311,"1,808",109,"1,148",1,280,0,0,0,0,0,0
23-Aug,경춘선,1319,마석,16,0,"1,682",482,"8,666","3,048","13,257","5,942","11,472","7,380","8,978","5,520","7,279","3,800","6,361","5,061","6,645","4,518","5,545","5,636","5,198","5,327","5,160","5,933","6,198","6,027","6,505","8,915","6,902","9,358","3,635","12,757","2,860","6,825","2,120","5,188","1,721","4,616",748,"1,920",40,806,1,1,0,0,0,0
23-Aug,경춘선,1320,대성리,1,0,"1,461",88,"1,736",591,"1,570","1,124","1,392","1,374","1,696",856,"3,394","1,359","5,902","1,487","2,249","1,762","1,368","4,164","1,357","6,480","1,299","2,857","1,650","1,610","1,626","1,303","1,366","1,130",899,893,461,658,427,365,194,351,105,292,8,9,0,0,0,0,0,0
23-Aug,경춘선,1321,청평,7,0,"1,214",218,"2,730","1,147","3,872","2,059","5,109","4,737","4,069","3,585","5,489","4,674","7,955","3,626","5,357","4,696","4,092","4,197","4,032","5,286","3,824","4,327","3,731","3,815","4,540","5,061","3,703","4,145","2,140","3,644","1,516","2,914","1,069","2,048",585,"1,522",185,"1,283",20,366,0,0,0,0,0,0
23-Aug,경춘선,1322,상천,3,0,211,134,299,246,679,352,651,798,593,790,629,752,904,795,610,537,749,445,853,555,824,599,828,510,822,545,554,366,225,476,174,270,89,281,40,178,41,135,2,65,0,0,0,0,0,0
23-Aug,경춘선,1323,가평,5,0,902,241,"1,709","1,466","3,494","3,280","4,159","8,544","3,726","9,358","7,104","8,774","16,158","10,915","8,232","10,120","5,563","10,103","4,867","8,059","5,039","5,723","6,499","3,145","8,552","3,711","7,884","3,501","4,684","3,459","3,001","2,338","2,153","1,742","1,129","1,388",320,"1,092",12,343,0,0,0,0,0,0
23-Aug,경춘선,1324,굴봉산,0,0,77,13,104,132,189,212,239,304,235,334,421,787,"1,054",491,372,273,356,281,457,282,548,291,614,203,478,177,270,191,165,127,152,125,72,67,25,86,9,41,0,9,0,0,0,0,0,0
23-Aug,경춘선,1325,백양리,1,0,17,51,32,435,72,494,158,173,148,139,535,382,755,340,286,189,250,180,288,262,350,207,246,155,390,87,318,90,123,67,96,64,83,45,57,38,24,23,3,8,0,0,0,0,0,0
23-Aug,경춘선,1326,강촌,19,0,321,33,243,129,518,402,754,"1,816",966,"1,829","1,559","2,206","4,249","2,266","2,078","1,475","1,555","1,206","1,462","1,277","1,702",966,"1,826",988,"1,533",748,"1,237",795,773,539,533,380,299,439,122,349,65,250,17,33,0,0,0,0,0,0
23-Aug,경춘선,1327,김유정,18,1,118,49,213,200,559,637,480,874,460,818,542,963,558,"1,500",751,"1,311","1,053",995,"1,113",891,"1,187",734,"1,185",643,"1,272",711,"1,070",672,535,373,270,358,180,210,64,231,43,111,13,40,0,0,0,0,0,0
23-Aug,경춘선,1328,남춘천,678,9,"1,674",18,"3,770",718,"4,624","2,294","5,708","3,799","5,549","3,969","5,395","4,000","5,253","8,733","6,088","8,382","6,843","6,097","7,611","4,621","6,856","5,899","5,845","4,993","5,224","5,349","3,926","6,122","3,420","9,170","3,084","3,580","2,653","3,078","1,394","4,267",522,"2,215",5,"1,767",1,1,0,0,0,0
23-Aug,경춘선,1329,춘천,343,0,598,7,"1,519",467,"1,793",972,"2,452","2,950","2,609","3,729","2,457","2,782","2,792","4,875","2,828","3,702","4,037","4,058","4,659","2,756","5,626","3,607","5,480","2,284","4,623","2,368","3,674","2,274","2,392","3,094","1,848","1,331","1,218","1,141",446,990,85,"1,119",1,593,0,0,0,0,0,0
23-Aug,장항선,1401,봉명,29,0,"1,407",430,"1,745",794,"2,103","3,707","2,495","3,882","2,339","3,563","2,778","2,221","2,563","1,598","2,376","1,554","1,888","2,160","2,012","1,807","2,584","1,609","2,731","1,531","3,553","2,325","1,686","2,386","1,016","1,652",855,"1,197",595,"1,086",494,"1,076",510,760,22,180,0,0,0,0,0,0
23-Aug,장항선,1402,쌍용(나사렛대),118,0,"2,788",292,"4,386",734,"6,524","1,530","6,959","3,303","3,706","2,621","3,793","2,264","3,096","2,220","3,142","2,535","3,350","2,796","2,606","2,285","2,934","2,556","3,198","3,925","3,409","5,707","3,131","6,544","2,088","4,979","1,657","3,516","1,334","2,936","1,208","2,971",581,"2,350",40,593,0,0,0,0,0,0
23-Aug,장항선,1403,아산,69,0,"1,223","1,194","2,658","3,861","5,891","5,982","6,347","7,851","4,271","6,392","4,589","6,376","4,812","5,347","5,442","5,917","5,617","6,026","6,613","4,857","8,246","4,870","7,674","5,721","7,180","7,533","11,515","8,275","8,908","5,664","5,707","4,514","6,204","3,026","5,639","2,340","3,384","1,604",108,420,0,0,0,0,0,0
23-Aug,장항선,1404,탕정,40,0,892,173,"1,945",785,"3,596","1,795","3,408","2,469","2,131","1,329","2,044","1,241","1,781","1,381","1,636","1,352","1,890","1,831","1,914","1,316","2,397","1,407","2,211","2,498","2,664","3,125","2,482","3,434","1,754","2,927","1,274","2,100","1,352","1,994","1,333","1,579",651,"1,483",38,303,0,0,0,0,0,0
23-Aug,장항선,1405,배방,102,0,"1,446",247,"1,934",856,"3,161","1,311","2,685","2,180","2,134","1,215","1,895",947,"1,764","1,388","1,700","1,376","1,774","1,602","1,801","1,330","1,772","1,546","1,598","2,368","2,143","2,865","2,259","3,446","1,613","2,682","1,051","1,914",986,"1,923",877,"1,489",575,"1,302",35,243,0,0,0,0,0,0
23-Aug,장항선,1407,온양온천,923,2,"2,139",611,"4,681","2,591","9,600","5,451","9,336","8,035","8,281","8,198","8,361","8,262","8,672","11,400","9,215","9,974","11,281","9,401","10,534","6,807","9,589","7,716","9,162","9,229","7,114","8,424","9,424","10,340","4,366","7,806","3,113","5,514","2,673","5,903","1,698","3,519","1,025","3,188",30,908,0,0,0,0,0,0
23-Aug,장항선,1408,신창(순천향대),250,1,547,135,"1,276",551,"2,503","1,898","2,100","4,723","1,895","2,806","2,577","3,001","2,265","2,405","2,480","2,488","3,144","2,823","3,968","2,307","3,189","2,001","4,528","2,539","4,074","1,603","3,815","2,997","1,441","2,290","1,107","1,673","1,052","2,198",502,"2,007",334,"1,507",5,523,0,0,0,0,0,0
23-Aug,과천선,1450,선바위,2,0,740,"1,414","5,992","10,056","16,629","20,200","18,193","26,793","12,914","14,657","10,178","7,472","9,237","7,119","10,196","7,223","10,126","7,321","9,703","6,653","11,147","7,478","15,590","9,140","24,498","11,363","30,148","14,942","13,842","12,770","8,978","8,614","6,998","7,838","3,874","7,275","1,284","4,139",111,679,0,0,0,0,0,0
23-Aug,과천선,1451,경마공원,0,0,378,360,"1,127","2,058","2,290","3,120","2,595","8,132","2,323","13,434","2,527","25,693","2,447","22,859","2,917","26,278","3,435","23,900","4,676","14,173","7,575","8,522","12,032","6,005","21,055","4,311","34,585","3,598","28,276","2,318","13,247","1,418","21,257","1,111","2,429",928,341,518,30,133,0,0,0,0,0,0
23-Aug,과천선,1452,대공원,7,1,145,509,493,"4,614","1,175","4,827","1,283","10,955","1,650","15,918","2,086","15,868","3,180","9,404","5,907","7,711","6,715","8,022","7,401","6,681","9,174","5,213","11,751","4,335","13,241","3,330","10,991","2,389","5,274","1,677","3,975",901,"5,637",551,"7,840",527,492,206,17,49,0,0,0,0,0,0
23-Aug,과천선,1453,과천,6,0,"2,937",405,"10,890","2,325","26,702","4,835","24,598","8,684","15,701","5,393","12,275","5,478","10,754","5,499","10,920","6,243","10,477","6,756","8,842","7,937","9,818","9,004","10,089","11,253","9,606","14,912","9,442","22,468","4,848","18,393","3,452","11,729","2,334","11,931","1,642","10,897",668,"6,659",77,"1,311",0,0,0,0,0,0
23-Aug,과천선,1454,정부과천청사,7,1,"2,079","1,154","8,314","15,190","22,001","28,503","19,819","77,190","13,635","18,432","11,328","11,507","11,992","10,493","12,936","10,879","14,082","11,293","13,903","11,406","16,767","11,455","23,957","13,564","35,164","17,499","56,450","24,223","15,147","19,253","12,334","11,306","10,574","10,385","6,066","8,668","1,950","5,049",181,"1,202",0,0,0,0,0,0
23-Aug,과천선,1455,인덕원,63,2,"8,525","4,765","29,876","16,922","76,949","40,520","65,162","97,004","39,636","36,278","31,607","20,112","28,144","19,457","30,951","19,241","29,225","22,836","26,629","22,856","30,401","26,694","38,904","32,488","59,270","48,046","79,414","76,727","29,588","67,060","23,792","36,895","21,603","36,288","14,577","32,164","5,478","20,134",613,"5,331",0,0,0,0,0,0
23-Aug,과천선,1456,평촌,57,0,"4,434","4,055","22,194","12,048","58,477","35,210","44,238","86,257","24,149","29,889","19,089","15,966","18,394","12,860","18,891","14,110","17,348","17,776","17,242","15,056","21,714","16,352","26,678","20,138","46,057","27,843","63,221","45,186","23,503","42,852","17,399","22,053","15,684","18,962","12,269","16,563","4,437","9,880",410,"3,165",0,0,0,0,0,0
23-Aug,과천선,1457,범계,88,0,"8,703","3,852","35,877","14,548","89,139","25,603","71,271","56,561","38,195","42,902","31,049","31,471","31,983","28,912","36,035","30,983","34,085","36,132","33,808","32,938","38,177","37,882","44,573","44,112","51,286","62,157","60,033","92,249","36,721","81,543","39,181","39,184","30,114","33,946","26,067","29,996","11,054","17,669",978,"5,310",0,0,0,0,0,0
23-Aug,경강선,1501,판교,12,0,846,12,"2,394","7,918","4,883","16,639","3,830","34,811","2,293","24,678","2,481","12,923","3,450","9,163","4,105","7,252","5,198","6,023","6,673","5,551","9,634","4,998","10,979","6,736","19,741","6,573","26,440","6,557","19,250","4,398","17,747","2,068","10,980","1,730","6,691","1,321","2,467",760,1,237,0,0,0,0,0,0
23-Aug,경강선,1502,이매,4,0,638,45,"1,837","1,350","4,648","2,718","3,515","2,911","2,016","1,614","1,495","1,084","1,605","1,035","1,526","1,193","1,394","1,267","1,460","1,300","1,603","1,342","2,130","1,562","2,331","2,713","2,318","3,023","1,422","2,547","1,083","1,119","1,554","1,226","1,095",781,365,298,12,95,0,0,0,0,0,0
23-Aug,경강선,1503,삼동,0,0,"1,583",158,"5,605","1,370","12,650","2,354","12,395","2,596","7,635","1,125","4,544","1,043","3,098","1,515","3,014","1,771","2,500","2,063","2,094","2,687","2,181","3,588","2,667","4,334","3,308","7,142","2,984","9,489","1,343","8,408","1,014","5,818",750,"4,172",323,"3,725",130,"1,625",3,28,0,0,0,0,0,0
23-Aug,경강선,1504,경기광주,0,0,"3,457",279,"16,003","2,621","41,165","6,480","40,207","8,375","21,660","4,879","13,874","4,491","11,251","5,097","10,512","5,668","9,078","7,064","8,110","7,419","7,558","9,448","9,637","15,444","10,025","18,408","8,693","36,345","4,407","24,433","3,129","21,148","2,492","13,176","1,600","10,569",619,"7,867",3,46,0,0,0,0,0,0
23-Aug,경강선,1505,초월,1,1,"1,481",355,"6,580","1,717","16,755","4,937","15,686","5,343","9,383","2,327","5,460","1,924","4,703","2,184","4,247","2,354","3,929","2,803","3,379","3,068","3,388","3,894","4,721","5,288","5,874","8,120","5,212","11,948","2,289","11,515","1,846","7,196","1,183","7,159",647,"4,946",391,"3,943",0,4,0,0,0,0,0,0
23-Aug,경강선,1506,곤지암,3,0,837,159,"3,169","2,008","7,542","5,340","6,667","6,555","4,745","2,240","3,087","2,101","3,601","2,249","3,530","2,857","3,142","2,842","2,827","2,823","3,313","3,069","3,845","3,901","6,407","5,410","6,712","5,448","2,606","6,343","1,921","3,797","1,063","3,578",468,"2,397",190,"1,912",0,0,0,0,0,0,0,0
23-Aug,경강선,1507,신둔도예촌,1,0,672,135,"3,214",520,"5,982","2,616","4,583","3,138","3,167","1,459","2,636","1,171","1,966","1,491","2,093","1,501","1,939","1,415","1,777","1,594","1,954","1,810","2,647","2,396","3,712","2,973","3,203","5,115","1,257","3,243","1,140","3,518",590,"2,362",234,"2,150",58,"1,706",0,1,0,0,0,0,0,0
23-Aug,경강선,1508,이천,12,1,"1,119",82,"3,606","1,554","8,442","5,729","7,152","8,699","5,341","3,759","5,126","3,309","4,490","4,181","4,885","3,857","4,094","4,013","4,198","4,412","4,295","4,803","5,444","4,962","6,474","7,095","7,431","8,087","3,642","7,466","2,918","5,085","2,476","4,467","1,319","3,908",532,"1,493",4,908,0,0,0,0,0,0
23-Aug,경강선,1509,부발,5,0,"1,201",38,"3,389","1,726","6,759","6,023","5,928","4,491","4,045","1,899","3,535","1,778","4,083","2,248","3,360","2,627","3,101","2,072","3,380","2,584","3,255","2,769","4,255","3,446","5,957","4,828","5,057","4,712","3,297","6,365","1,895","3,798","1,168","3,710",699,"3,395",294,"2,305",3,"1,527",0,0,0,0,0,0
23-Aug,경강선,1510,세종대왕릉,0,0,212,4,671,154,"1,060",770,"1,077",740,787,471,773,467,623,596,598,533,639,417,575,605,558,572,635,733,778,679,810,"1,182",343,798,212,695,112,472,61,261,18,405,0,74,0,0,0,0,0,0
23-Aug,경강선,1511,여주,12,1,"1,821",8,"5,143",830,"7,732","3,031","6,946","3,695","5,397","3,835","5,279","3,120","4,828","3,383","4,894","3,970","4,849","3,925","4,947","3,844","5,185","4,582","4,822","4,955","4,644","5,489","4,380","8,997","2,627","6,377","1,931","6,244","1,567","4,289",726,"2,543",247,"3,732",3,"1,453",0,0,0,0,0,0
23-Aug,경부선,1701,구로,"12,237",36,"22,398","4,455","18,930","13,887","36,220","31,034","35,168","69,660","24,799","37,736","19,968","26,149","19,135","22,252","21,211","21,114","22,053","21,854","22,777","21,423","26,551","22,955","31,288","26,950","49,024","36,020","58,199","41,171","24,807","28,985","19,488","19,576","16,080","18,803","11,507","16,498","4,478","12,571",49,"11,295",1,3,0,0,0,0
23-Aug,경부선,1702,가산디지털단지,"1,451",8,"7,458","3,040","7,160","15,814","14,704","56,588","14,877","142,383","11,070","67,737","9,623","20,989","10,314","14,074","11,892","13,801","12,503","14,650","12,809","13,113","16,401","13,981","27,241","16,597","69,235","21,971","103,485","26,677","41,431","19,412","24,377","12,675","19,459","12,524","13,060","10,266","5,383","5,880",230,"1,016",0,0,0,0,0,0
