사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
23-Aug,7호선,2712,도봉산,88,1,"5,505","1,045","18,674","5,767","49,744","8,885","40,274","12,241","20,465","12,798","12,710","12,491","11,043","10,737","11,165","10,631","10,231","11,069","9,710","11,282","10,403","12,812","12,176","16,578","11,367","21,937","10,889","36,192","5,737","38,510","3,640","22,146","2,683","19,015","2,420","16,703",795,"10,745",127,"4,410",0,62,0,0,0,0
23-Aug,7호선,2713,수락산,100,1,"9,605",785,"21,707","5,739","47,133","8,939","47,066","17,871","27,566","17,960","20,366","17,990","17,849","16,515","18,904","16,812","18,981","14,742","18,708","14,342","19,359","18,048","20,857","22,129","20,337","28,579","19,690","41,730","12,192","41,234","8,418","24,256","6,949","19,406","4,469","18,301","2,104","11,464",289,"4,182",0,1,0,0,0,0
23-Aug,7호선,2714,마들,28,2,"11,273","1,338","27,047","3,323","63,348","7,688","60,612","11,960","30,360","10,885","21,429","10,265","19,738","11,035","20,955","12,260","17,041","13,575","15,085","14,273","15,348","17,338","15,275","22,657","13,742","28,501","12,756","45,960","7,970","46,662","5,703","25,723","3,996","21,638","3,107","20,418","1,333","12,770",171,"4,021",2,1,0,0,0,0
23-Aug,7호선,2715,노원,48,0,"8,156","2,425","16,381","7,071","38,930","18,093","40,661","45,708","28,206","42,666","27,358","32,273","30,167","33,226","33,173","34,814","32,904","38,125","34,693","35,574","39,049","36,951","42,807","40,590","46,200","46,610","47,920","59,952","30,898","50,749","29,499","24,377","24,380","20,005","23,076","16,896","8,412","11,624","1,474","3,802",0,0,0,0,0,0
23-Aug,7호선,2716,중계,8,2,"9,579","2,036","25,342","4,924","62,769","13,748","62,254","24,653","33,960","14,200","23,866","11,313","20,681","13,532","21,808","13,355","20,378","14,713","17,176","14,421","16,908","17,110","21,276","20,340","19,542","28,600","17,426","45,299","9,657","45,686","7,125","25,538","6,998","22,458","5,855","20,447","2,495","12,466",387,"3,849",0,0,0,0,0,0
23-Aug,7호선,2717,하계,47,3,"8,738","1,575","27,205","7,086","68,426","15,601","69,360","25,946","38,199","20,105","28,395","15,386","26,467","16,449","27,174","20,319","23,706","22,868","23,049","20,884","26,532","23,832","29,926","27,950","28,894","35,926","24,146","57,447","14,198","53,006","12,759","30,218","10,439","26,168","7,467","24,979","2,590","16,335",440,"5,132",0,0,0,0,0,0
23-Aug,7호선,2718,공릉(서울과학기술대),15,0,"6,640","1,125","15,289","4,129","36,337","10,500","41,992","20,715","22,932","14,723","17,421","11,352","16,109","11,165","17,003","13,001","16,817","13,897","15,921","14,064","16,315","16,843","18,924","20,780","20,421","27,059","20,962","40,219","12,210","35,388","9,641","19,859","9,171","17,392","7,784","17,138","3,839","11,109",696,"4,160",0,0,0,0,0,0
23-Aug,7호선,2719,태릉입구,120,1,"8,333","1,451","9,009","4,524","22,299","7,683","27,684","17,527","16,966","11,750","12,509","8,224","12,146","8,496","12,639","9,426","12,143","10,618","11,952","10,348","13,113","11,407","13,967","14,118","17,189","17,983","17,479","25,231","10,841","22,523","8,307","13,636","7,634","12,236","6,195","12,054","2,816","6,914",541,"3,244",2,"1,077",0,0,0,0
23-Aug,7호선,2720,먹골,18,1,"8,008",705,"14,174","3,076","35,080","6,205","44,529","15,575","24,581","10,070","16,917","8,932","15,265","9,836","15,504","11,409","14,512","11,955","13,063","12,384","13,527","15,451","13,545","19,818","14,350","26,038","15,720","37,553","9,983","33,716","7,509","19,728","5,999","16,405","4,549","15,217","1,958","9,565",418,"2,669",1,201,0,0,0,0
23-Aug,7호선,2721,중화,74,1,"8,926","1,153","16,164","5,606","37,320","8,185","45,838","21,617","26,399","11,285","16,281","8,856","15,098","8,925","14,895","10,491","13,854","10,686","12,227","11,643","12,244","15,215","14,829","19,165","17,436","23,866","18,504","36,217","10,984","33,072","7,530","19,297","6,078","16,980","4,335","16,573","1,798","9,430",351,"2,894",0,82,0,0,0,0
23-Aug,7호선,2722,상봉(시외버스터미널),491,12,"11,162","1,440","20,611","8,421","53,492","13,193","71,759","26,978","36,579","19,590","21,633","16,258","20,230","16,941","22,294","19,519","22,394","18,779","20,519","18,795","21,362","21,325","25,718","27,243","27,986","37,738","31,485","62,358","21,937","54,032","17,021","30,432","16,328","24,500","12,910","24,039","6,451","14,862","1,185","6,976",0,50,0,0,0,0
23-Aug,7호선,2723,면목,61,0,"14,311",824,"23,964","5,342","55,874","8,846","71,046","21,639","39,636","14,775","24,606","13,101","19,950","13,121","20,533","14,615","19,251","14,928","16,539","17,138","16,297","21,847","18,822","28,960","19,231","35,638","19,376","53,771","15,069","47,880","9,076","27,875","6,708","24,272","4,742","22,590","2,352","13,169",423,"4,476",1,0,0,0,0,0
23-Aug,7호선,2724,사가정,13,1,"11,628","1,700","24,045","7,784","55,061","11,926","69,567","24,462","40,175","17,290","25,262","14,454","21,911","15,396","23,118","16,608","20,955","17,061","18,906","19,413","19,293","24,690","21,487","31,037","23,972","41,127","24,269","61,900","17,797","52,106","12,525","29,391","9,997","26,313","8,003","22,599","4,188","12,471",651,"4,095",0,1,0,0,0,0
23-Aug,7호선,2725,용마산(용마폭포공원),2,0,"4,827",628,"10,939","2,396","23,709","4,244","28,344","9,795","15,708","5,502","9,881","5,240","7,850","4,508","8,452","5,686","7,390","6,208","6,451","6,593","6,619","8,527","7,297","10,586","7,062","13,915","7,714","22,025","4,801","18,171","3,057","10,725","2,599","10,243","1,656","9,411","1,007","5,717",150,"1,813",0,1,0,0,0,0
23-Aug,7호선,2726,중곡,3,0,"6,633",612,"13,538","4,563","31,716","15,926","44,040","29,617","27,471","14,006","15,915","9,022","13,536","8,622","14,781","9,724","13,272","10,517","12,340","10,869","13,129","14,358","18,165","16,729","20,770","21,760","23,216","34,110","12,402","28,339","7,827","17,284","6,403","15,609","5,168","13,771","1,773","7,541",304,"2,604",0,0,0,0,0,0
23-Aug,7호선,2727,군자(능동),29,2,"9,276",979,"15,248","6,537","36,957","10,325","58,044","28,496","38,841","17,898","21,140","12,043","17,784","11,550","19,362","12,348","18,943","13,710","17,886","14,677","17,848","17,337","21,728","20,387","27,190","28,021","34,511","43,442","20,825","33,504","16,964","20,219","16,268","18,509","12,701","16,226","6,815","9,111","1,317","3,489",1,37,0,0,0,0
23-Aug,7호선,2728,어린이대공원(세종대),17,2,"3,626",836,"7,991","7,889","20,142","15,838","32,225","49,460","23,994","30,249","15,224","20,826","14,524","17,248","16,648","18,778","17,734","20,012","17,943","17,972","21,171","17,218","28,377","18,253","37,343","23,209","41,395","31,630","21,105","23,534","16,561","15,684","15,935","13,847","13,113","14,615","7,037","10,335","1,242","2,841",2,1,0,0,0,0
23-Aug,7호선,2729,건대입구,37,0,"4,280","1,147","5,279","8,296","12,768","20,612","19,206","37,048","16,181","28,219","14,267","24,903","15,979","21,180","17,353","23,183","19,019","25,724","22,102","23,792","27,794","23,087","32,694","23,628","39,895","29,850","35,122","41,078","25,606","25,852","26,651","14,733","23,072","11,843","20,547","10,537","10,711","6,018","1,684","3,169",0,181,0,0,0,0
23-Aug,7호선,2730,뚝섬유원지,6,0,"5,362",719,"10,285","3,912","22,323","6,967","30,010","13,984","19,963","10,779","11,707","8,449","9,919","9,121","9,931","9,725","10,171","10,713","10,652","11,798","11,657","13,602","13,568","16,698","16,340","22,138","16,738","33,343","11,815","26,415","14,289","17,600","15,718","15,315","14,173","12,455","7,422","5,693",967,"1,746",0,4,0,0,0,0
23-Aug,7호선,2731,청담,49,0,"2,654","4,344","6,635","31,514","10,703","62,107","14,381","142,602","12,254","93,620","11,805","33,699","14,377","21,379","18,093","21,271","17,938","20,681","21,950","18,026","29,090","16,263","40,578","17,061","69,098","18,122","109,607","19,636","53,374","12,982","30,154","9,474","26,481","8,221","20,058","6,140","5,274","3,574",741,"2,632",0,1,0,0,0,0
23-Aug,7호선,2732,강남구청,25,0,"1,872","1,795","4,008","17,981","7,152","36,824","9,289","106,648","8,711","103,800","9,107","40,886","11,110","23,275","13,010","19,885","15,763","21,081","19,280","16,847","24,940","15,456","31,808","15,870","51,636","17,726","90,393","20,057","54,435","12,799","32,568","8,391","31,292","6,424","22,050","5,476","8,580","3,636","1,479","1,711",0,0,0,0,0,0
23-Aug,7호선,2733,학동,5,0,"2,011","1,791","4,923","25,331","8,615","57,738","11,396","179,537","10,928","140,105","10,800","52,842","14,210","26,945","17,613","22,109","19,895","26,119","25,554","21,480","33,539","17,883","44,705","17,244","87,234","19,339","164,155","19,438","77,075","12,550","37,799","8,076","32,313","7,129","23,823","5,106","9,253","3,413","1,648","1,254",0,0,0,0,0,0
23-Aug,7호선,2734,논현,25,0,"2,830","1,132","4,578","16,362","8,979","41,473","13,089","101,521","11,183","84,524","10,438","32,304","11,851","19,928","13,609","18,442","15,063","19,916","18,829","18,523","23,643","17,057","29,398","18,815","57,817","23,306","96,164","29,803","50,009","17,280","32,867","10,151","33,792","8,966","30,631","6,874","14,795","4,771","2,793","2,330",0,0,0,0,0,0
23-Aug,7호선,2735,반포,2,0,933,"1,201","2,916","12,459","7,538","12,092","10,687","18,990","7,975","16,489","5,753","10,239","6,078","9,985","7,585","9,565","8,410","9,360","9,286","8,159","11,446","7,866","17,889","8,456","17,349","9,087","17,895","11,422","11,724","7,194","9,302","4,676","10,236","3,811","6,805","3,859","2,341","2,118",341,629,0,0,0,0,0,0
23-Aug,7호선,2736,고속터미널,48,3,"1,176","2,856","3,533","22,752","11,534","38,775","18,571","51,119","24,411","37,590","24,925","29,925","27,843","26,772","27,064","23,970","28,913","27,173","29,854","23,321","37,098","19,411","42,359","20,057","57,878","21,577","52,613","24,086","33,065","15,782","34,740","9,542","30,701","8,838","24,163","5,401","8,039","2,908",734,678,0,2,0,0,0,0
23-Aug,7호선,2737,내방,6,1,"2,241","1,743","7,897","11,555","18,385","26,918","26,517","83,812","20,615","44,236","15,322","20,484","16,776","15,179","16,453","15,934","18,001","17,209","17,907","14,757","20,328","15,236","25,069","16,779","42,815","23,626","69,701","31,307","26,471","19,981","18,209","12,693","16,811","11,003","11,925","9,253","4,116","6,123",676,"2,643",0,180,0,0,0,0
23-Aug,7호선,2738,이수,16,0,"4,942","1,303","9,819","9,163","27,711","15,197","43,203","41,557","28,681","27,324","19,221","20,711","18,477","18,929","20,642","19,152","21,490","21,250","21,614","21,032","23,251","22,673","26,507","27,089","32,765","37,713","42,670","55,524","24,420","36,342","23,348","19,594","24,718","15,593","22,264","14,495","11,639","8,495","1,843","2,665",0,21,0,0,0,0
23-Aug,7호선,2739,남성,20,0,"6,590","1,002","14,599","3,838","38,840","6,619","55,217","14,011","33,647","11,858","19,872","10,847","16,699","10,517","16,873","11,596","16,316","12,528","14,146","13,093","13,678","16,796","14,201","19,550","14,511","26,826","15,010","43,774","9,205","30,977","7,808","20,414","7,072","17,289","4,812","16,144","2,151","9,722",403,"2,956",1,3,0,0,0,0
23-Aug,7호선,2740,숭실대입구(살피재),8,1,"6,105",890,"13,425","3,997","36,667","7,257","48,437","17,606","30,649","17,243","19,343","12,195","16,127","11,859","17,264","13,699","16,775","14,820","15,586","15,531","16,241","18,456","18,862","21,969","23,024","29,423","20,092","47,025","10,952","33,663","8,982","21,940","8,714","20,044","8,351","19,809","3,928","13,196",787,"4,266",0,0,0,0,0,0
23-Aug,7호선,2741,상도,4,1,"5,524","1,319","13,432","4,796","34,572","8,078","43,885","19,681","27,909","14,842","17,952","11,173","15,400","9,894","16,626","11,827","15,663","13,057","14,204","13,311","14,937","15,782","17,532","18,854","19,604","25,760","19,663","40,710","11,137","28,774","9,004","19,042","7,716","16,802","6,693","16,847","3,454","11,445",737,"3,241",0,0,0,0,0,0
23-Aug,7호선,2742,장승배기,18,0,"5,772","1,681","11,134","6,733","26,515","7,878","39,054","16,507","24,244","11,968","15,463","9,921","13,632","10,069","13,970","10,641","13,761","11,529","12,454","11,306","12,528","13,732","14,614","16,848","15,110","21,082","15,620","32,474","8,237","23,169","6,374","14,493","6,324","13,172","4,736","11,843","1,834","7,796",400,"2,657",0,0,0,0,0,0
23-Aug,7호선,2743,신대방삼거리,41,1,"10,508",740,"19,044","4,983","52,217","8,945","74,374","17,965","41,862","15,495","23,730","13,534","20,329","13,226","21,308","14,462","20,047","16,327","17,740","17,155","17,678","20,759","20,432","25,428","19,351","35,345","21,028","61,636","11,880","45,251","9,977","27,047","8,543","25,329","6,833","21,395","3,378","13,489",647,"5,087",0,0,0,0,0,0
23-Aug,7호선,2744,보라매,11,1,"3,778",754,"7,154","2,908","17,494","9,047","24,668","21,840","14,595","10,503","8,880","7,412","8,266","7,333","9,257","7,703","9,185","7,536","8,542","7,812","8,729","8,441","10,454","10,505","13,678","15,940","18,367","24,380","7,982","17,838","6,733","10,864","6,116","9,773","4,895","8,453","2,036","5,364",311,"2,183",0,6,0,0,0,0
23-Aug,7호선,2745,신풍,200,3,"13,373","1,681","16,258","6,228","39,707","11,555","48,659","19,355","28,075","12,455","16,670","11,105","14,766","10,662","16,011","11,243","14,314","11,523","12,959","11,990","13,867","14,862","16,639","19,323","17,180","26,759","17,732","40,863","10,885","28,758","7,543","17,949","6,167","16,474","4,748","15,117","2,067","8,431",410,"2,727",2,337,0,0,0,0
23-Aug,7호선,2746,대림(구로구청),40,3,"11,206",769,"8,439","3,999","15,368","7,436","22,406","19,418","17,588","14,551","13,129","17,274","13,122","18,037","14,300","15,199","15,644","14,644","16,115","14,591","16,709","15,828","17,010","17,917","18,505","22,507","19,036","23,669","13,028","15,285","10,338","11,200","8,168","13,052","6,551","10,202","3,206","4,644",420,"1,097",0,1,0,0,0,0
23-Aug,7호선,2747,남구로,171,3,"16,523","1,845","15,237","9,778","29,409","33,951","33,925","92,964","23,797","44,620","15,833","18,729","13,772","14,582","15,240","13,702","14,901","14,920","14,245","13,519","15,998","16,454","21,188","23,206","45,448","27,980","73,168","30,761","31,370","22,291","16,832","15,190","11,373","16,812","7,264","14,345","3,480","7,470",447,"1,910",0,2,0,0,0,0
23-Aug,7호선,2748,가산디지털단지,681,3,"7,580","5,753","9,795","31,229","23,347","139,621","26,888","386,860","19,791","212,082","18,195","58,149","22,609","33,362","28,172","32,004","31,985","32,639","36,704","27,484","49,942","25,402","75,977","25,461","217,381","28,119","310,235","34,883","119,243","24,485","65,402","15,180","49,975","12,710","27,128","11,404","11,686","7,775","1,720","2,842",0,0,0,0,0,0
23-Aug,7호선,2749,철산,16,0,"10,352","4,631","30,721","10,884","82,355","16,126","82,099","32,604","45,312","26,278","29,997","19,798","26,991","19,573","28,440","20,736","25,643","23,567","23,545","24,472","24,866","27,667","30,191","35,195","33,166","55,494","35,220","90,990","20,514","67,224","17,748","37,066","18,026","32,614","14,475","29,175","6,889","17,675","1,233","5,238",0,8,0,0,0,0
23-Aug,7호선,2750,광명사거리,199,2,"18,896","5,698","28,970","11,217","71,148","16,739","78,478","25,155","41,968","24,009","28,665","23,634","26,735","25,408","28,977","26,797","28,055","28,010","26,481","28,403","27,761","32,911","33,854","38,688","35,576","50,887","32,438","74,927","22,664","56,825","15,989","31,215","12,320","27,255","9,325","22,864","3,713","13,778",612,"4,079",1,31,0,0,0,0
23-Aug,7호선,2751,천왕,39,0,"8,640","1,139","19,162","5,614","52,691","8,986","58,650","14,331","30,700","8,666","17,662","7,403","14,598","8,169","14,350","10,320","13,222","10,831","11,575","11,569","11,987","14,928","13,966","19,846","14,032","28,201","14,255","47,517","7,230","37,581","5,386","21,594","4,061","17,416","3,064","15,519","1,259","10,202",205,"2,844",0,86,0,0,0,0
23-Aug,7호선,2752,온수(성공회대입구),117,0,"7,980",702,"18,757","3,577","44,753","8,975","50,527","14,900","22,905","7,115","12,532","5,953","10,761","6,105","11,010","6,845","9,891","8,171","9,040","8,243","9,827","10,655","12,442","13,746","12,452","21,680","12,689","39,483","5,800","29,996","4,686","17,525","4,430","14,493","2,786","13,270","1,643","8,750",301,"4,463",2,972,0,0,0,0
23-Aug,8호선,2811,암사,19,0,"15,390",914,"30,257","5,340","81,587","9,597","101,892","18,991","50,461","14,107","29,059","12,259","24,632","14,224","25,232","15,862","23,037","17,505","19,612","19,383","19,271","25,064","20,423","31,394","22,040","45,130","21,838","72,793","13,463","56,080","10,340","32,637","7,588","26,819","5,116","28,732","2,203","14,308",477,"4,073",1,659,0,0,0,0
23-Aug,8호선,2812,천호(풍납토성),114,2,"10,424","1,824","16,936","11,917","40,520","14,553","54,522","29,350","30,817","23,852","19,312","18,491","18,474","19,382","19,792","21,113","19,902","22,708","19,403","23,213","21,076","27,489","24,323","31,834","29,314","43,883","31,395","67,006","20,542","44,010","17,345","26,727","13,592","22,958","9,585","19,442","4,422","10,773","1,015","3,498",0,249,0,0,0,0
23-Aug,8호선,2813,강동구청,23,0,"5,281","1,109","12,023","5,821","31,428","14,240","40,386","31,506","23,256","14,657","15,227","10,260","13,455","10,257","13,240","11,127","13,485","12,996","12,817","12,503","13,256","14,652","15,460","17,971","19,512","22,669","26,141","36,735","10,605","25,788","7,634","16,131","6,684","15,026","4,700","13,187","1,701","6,857",326,"2,262",0,7,0,0,0,0
23-Aug,8호선,2814,몽촌토성(평화의문),0,0,"1,638","2,324","4,547","7,822","12,086","9,889","19,888","24,481","11,779","13,642","7,750","8,343","7,045","7,232","7,862","7,189","7,731","7,581","7,931","6,957","9,298","7,886","14,129","9,229","16,739","12,272","21,797","18,010","9,495","13,980","7,258","7,819","7,437","7,301","5,827","6,689","2,668","3,808",428,"1,220",0,0,0,0,0,0
23-Aug,8호선,2815,잠실(송파구청),7,1,"1,504","2,462","4,343","10,518","8,707","32,032","12,409","80,357","9,682","47,105","9,602","35,866","13,277","35,927","16,301","35,731","20,112","34,936","26,211","32,179","33,723","31,153","40,088","31,112","51,969","37,218","71,522","43,399","41,312","21,905","38,287","12,609","37,497","8,437","27,127","6,314","9,005","3,746","1,517","1,421",0,61,0,0,0,0
23-Aug,8호선,2816,석촌,0,0,"2,879",857,"6,130","3,799","16,160","8,430","24,200","21,306","12,907","18,946","10,499","12,922","10,623","12,035","11,732","13,586","11,454","13,878","11,221","13,400","12,261","14,258","13,767","16,192","16,728","21,783","19,443","30,519","11,477","19,252","9,965","12,366","10,581","9,584","8,417","8,735","3,302","5,215",593,"1,952",0,32,0,0,0,0
23-Aug,8호선,2817,송파,20,0,"3,256",719,"9,541","6,811","30,273","9,585","35,631","18,744","21,213","10,820","15,790","8,836","14,227","8,285","14,448","10,253","13,811","11,697","12,176","12,659","13,897","14,798","16,068","17,065","16,198","22,343","18,043","31,968","9,736","24,793","6,822","13,884","4,962","13,107","4,355","12,313","1,698","6,495",225,"1,806",1,176,0,0,0,0
23-Aug,8호선,2818,가락시장,150,3,"3,166","2,773","6,355","7,469","11,100","15,070","13,343","37,696","10,523","16,445","9,876","11,665","10,357","10,306","10,118","10,315","10,261","10,390","11,672","10,162","13,030","10,330","14,175","12,627","19,428","15,152","27,739","19,730","11,132","14,162","10,122","9,419","9,637","8,464","7,877","6,788","3,442","3,710",801,"2,026",1,476,0,0,0,0
23-Aug,8호선,2819,문정,2,0,"2,509","3,621","7,718","13,860","22,756","56,391","32,171","167,325","18,762","74,258","15,409","26,454","17,224","17,587","18,564","16,667","21,234","18,729","24,274","17,301","26,490","16,896","31,544","19,899","85,960","24,658","122,244","36,517","39,531","25,673","27,616","14,195","23,245","13,277","16,780","11,713","6,304","6,550","1,058","1,783",0,0,0,0,0,0
23-Aug,8호선,2820,장지,7,0,"5,510","2,842","18,875","11,382","46,152","26,290","55,580","44,860","31,267","29,698","20,390","21,287","18,087","20,995","20,002","20,562","20,899","19,787","20,781","21,140","25,026","23,126","31,279","26,525","45,591","32,177","48,611","50,263","24,978","33,843","22,941","20,204","16,393","16,746","9,115","16,157","3,347","8,808",557,"2,198",0,0,0,0,0,0
23-Aug,8호선,2821,복정,22,1,"3,882","2,171","11,090","8,640","27,475","10,877","35,261","15,355","20,033","9,114","12,700","7,230","10,066","5,999","10,880","7,496","9,534","7,332","9,733","7,332","11,140","8,955","13,898","12,528","19,090","18,900","20,886","28,161","11,795","19,992","8,079","13,059","6,290","11,264","5,146","10,887","2,020","4,454",373,"1,040",0,0,0,0,0,0
23-Aug,8호선,2822,산성,25,0,"4,135",680,"8,658","4,212","21,477","2,966","24,477","7,252","12,366","4,712","8,510","4,559","7,544","4,008","7,121","4,465","7,106","5,228","6,132","5,563","6,591","7,351","7,758","9,601","7,774","12,467","6,184","21,230","3,586","16,993","2,233","10,698","1,942","9,766","1,176","8,800",558,"4,736",139,"1,841",0,0,0,0,0,0
23-Aug,8호선,2823,남한산성입구(성남법원.검찰청),76,2,"11,449","1,672","22,191","5,323","52,652","11,194","64,289","21,763","33,019","13,377","20,644","10,726","18,605","9,768","17,815","10,900","15,926","11,992","14,930","12,136","15,412","16,446","16,547","21,065","19,809","27,153","20,060","45,608","10,306","35,292","6,548","22,339","5,242","20,943","3,153","19,414","1,320","10,277",270,"3,859",0,0,0,0,0,0
23-Aug,8호선,2824,단대오거리,27,0,"10,468","1,685","19,888","6,074","47,599","11,270","53,668","20,397","27,503","10,172","17,243","8,995","15,427","9,244","15,388","9,953","14,320","11,266","13,091","12,328","13,345","16,781","15,173","21,465","18,514","27,681","21,820","46,950","10,045","36,698","6,953","20,898","5,447","19,289","3,462","18,959","1,524","10,141",395,"3,454",1,7,0,0,0,0
23-Aug,8호선,2825,신흥,2,0,"4,051",415,"7,162","2,028","17,277","3,591","21,544","7,104","11,644","4,958","7,823","5,249","6,984","5,655","7,101","7,239","6,893","8,921","6,868","8,321","8,048","9,753","9,594","11,605","9,513","13,516","8,877","20,039","5,127","15,980","4,240","9,939","2,972","8,636","2,034","7,461",882,"4,398",207,"1,252",0,158,0,0,0,0
23-Aug,8호선,2826,수진,5,0,"4,471",601,"6,873","3,129","15,865","4,949","22,291","10,264","12,007","6,886","8,761","6,168","8,058","6,443","9,060","6,113","8,562","7,702","7,481","7,470","8,794","8,338","11,793","9,586","9,337","11,475","8,376","16,258","5,303","12,428","3,886","8,069","3,270","7,471","2,400","6,507",971,"4,326",260,"1,122",0,215,0,0,0,0
23-Aug,8호선,2827,모란,10,0,"2,666",731,"3,175","3,689","8,916","4,862","10,768","9,955","7,387","6,675","6,814","6,238","7,562","6,589","8,515","6,308","8,863","6,343","8,535","6,221","9,416","7,158","13,006","8,074","11,000","8,490","11,797","10,757","6,959","6,618","4,751","4,252","4,450","4,038","3,550","3,311","2,265","2,005",596,"1,354",2,368,0,0,0,0
23-Aug,8호선,2828,남위례,16,0,"1,579",885,"6,300","3,444","19,761","7,402","23,279","22,330","12,238","11,155","8,197","6,157","7,003","5,584","7,705","6,110","7,775","7,100","7,420","6,901","8,954","7,770","10,986","10,212","15,208","14,512","17,667","23,748","7,783","17,953","6,527","9,688","6,121","8,905","5,014","8,527","2,200","5,250",641,"1,620",0,0,0,0,0,0
23-Aug,9호선,4101,개화,9,0,"1,996",347,"7,271","3,269","16,345","3,843","10,222","5,054","4,174","2,814","2,642","1,738","2,603","2,231","2,389","1,870","2,350","1,935","2,529","2,023","2,824","2,005","4,113","2,580","5,300","3,329","5,586","6,155","2,628","5,730","1,763","2,766","1,701","2,219",606,"1,690",293,"1,058",103,410,8,47,0,0,3,3
23-Aug,9호선,4102,김포공항,19,1,750,"2,295","2,844","14,031","8,971","18,807","9,814","20,346","7,826","18,590","8,367","21,802","10,589","22,926","11,213","24,698","13,368","24,342","15,546","24,965","18,761","22,257","17,024","24,580","19,310","28,278","21,484","26,255","15,658","14,444","13,508","6,376","13,042","3,870","11,398","3,015","3,751","2,114",108,"1,456",1,21,0,3,0,0
23-Aug,9호선,4103,공항시장,2,0,"3,508",165,"5,016","1,352","10,054","2,195","11,562","3,945","6,520","3,610","5,087","3,175","4,691","3,312","5,086","3,911","4,449","3,931","4,136","4,236","4,108","5,283","4,427","6,190","4,707","8,113","4,435","11,790","3,034","9,890","2,513","6,002","2,109","6,038","1,620","5,525",854,"3,875",171,"1,277",0,6,0,0,0,0
23-Aug,9호선,4104,신방화,1,0,"5,153",658,"12,403","2,532","28,828","4,971","28,006","11,741","14,503","7,342","11,158","5,894","10,224","6,918","11,107","7,228","10,064","7,591","8,453","9,247","9,116","9,538","9,969","14,027","9,876","15,849","10,357","25,976","6,097","20,744","4,432","13,151","3,558","10,789","2,746","10,512","1,105","7,000",253,"2,219",0,0,0,0,0,0
23-Aug,9호선,4105,마곡나루(서울식물원),6,0,"5,096","1,649","11,037","11,041","30,457","21,652","30,683","55,728","15,993","22,916","11,863","13,381","12,417","11,392","14,509","11,246","14,667","13,136","14,483","12,105","17,024","14,309","21,871","15,608","40,121","23,827","48,045","39,694","20,352","30,612","17,496","17,298","16,708","16,066","14,142","14,742","6,964","9,329","1,070","3,516",0,130,0,0,0,0
23-Aug,9호선,4106,양천향교,16,0,"4,769","1,202","11,466","10,770","31,176","12,564","33,023","41,449","15,559","15,915","11,539","10,230","11,954","8,024","13,134","9,002","12,130","10,376","11,864","9,175","13,077","12,002","17,665","11,892","24,106","17,627","33,896","30,869","11,735","26,257","8,033","14,971","6,788","14,920","4,524","13,725","2,174","9,192",416,"3,056",1,8,0,0,0,0
23-Aug,9호선,4107,가양,142,0,"16,222","1,730","29,405","9,378","78,522","28,683","79,981","51,869","43,841","30,684","31,928","19,973","29,582","18,907","31,149","22,074","29,080","23,415","25,930","24,737","27,856","28,838","32,176","33,603","43,273","48,865","50,496","70,674","22,972","62,529","16,140","38,687","13,558","32,117","11,548","29,691","4,197","19,275",575,"5,508",0,180,0,0,0,0
23-Aug,9호선,4108,증미,0,0,"2,669",630,"8,430","3,567","23,424","11,070","25,061","44,690","12,483","17,040","9,197","6,661","8,484","6,252","8,561","6,246","8,531","6,000","7,567","7,322","7,991","7,121","9,741","9,250","21,568","13,181","36,379","20,854","9,654","15,680","5,749","8,679","4,743","7,993","2,509","7,288","1,039","5,099",213,"1,431",0,1,0,0,0,0
23-Aug,9호선,4109,등촌,7,0,"6,093",804,"17,652","3,624","47,432","8,237","56,383","17,537","26,203","13,065","18,334","10,630","17,060","11,119","17,035","11,900","15,301","13,192","14,218","13,210","14,165","16,658","15,923","21,228","17,039","29,148","18,622","47,388","9,582","36,568","7,621","20,542","5,930","18,555","4,776","14,687","2,279","9,711",413,"2,938",0,0,0,0,0,0
23-Aug,9호선,4110,염창,6,0,"12,773",754,"28,812","4,634","78,419","8,791","85,579","20,914","45,771","12,614","27,929","10,583","23,376","12,221","23,752","13,419","21,353","15,909","18,573","17,078","17,724","21,707","19,358","29,593","22,724","43,284","25,586","74,348","13,699","61,949","10,692","37,280","9,128","32,685","7,074","31,861","3,044","20,375",529,"5,923",0,657,0,0,0,0
